ShopName,Date,Prefecture,Phone,genres
LAITIER SOFT CREAM & CAFE,2015-10-29,東京都,03-6455-5262,None
Kailua Weekend,2015-10-29,神奈川県,046-206-6675,None
エ・プロント ららぽーと海老名店,2015-10-29,神奈川県,046-236-2277,None
AROUND TABLE ららぽーと海老名店,2015-10-29,神奈川県,046-206-6455,None
Ivorish海老名,2015-10-29,神奈川県,046-206-6201,None
デリス タルト＆カフェ ららぽーと海老名店,2015-10-29,神奈川県,046-234-3343,None
サンマルクカフェパークプレイス大分店,2015-10-28,大分県,097-520-7824,None
chiffoncafe Ｆavori,2015-10-27,愛知県,052-353-7667,None
Yokosuka Cool Clan Café URAGA,2015-10-27,神奈川県,046-845-9106,None
Fortune Tree （フォーチュン トゥリー）,2015-10-27,長野県,0268-23-7701,None
CAFE cabo イオンタウン宇多津店,2015-10-24,香川県,0877-35-7501,None
ほしごえの里,2015-10-24,香川県,0877-35-7788,None
MJ BOOK CAFE 高松,2015-10-23,香川県,087-813-2105,None
Studio cafe Zoo Adventure 瓦町FLAG店,2015-10-23,香川県,087-812-7760,None
TAICO Coffee & Restaurant,2015-10-23,東京都,070-5020-6777,None
why not?,2015-10-23,神奈川県,042-299-8177,None
手づくり工房K&M,2015-10-23,愛知県,052-693-8321,None
MANOA CAFE,2015-10-23,大阪府,072-803-2036,None
デリス タルト&カフェ イオンモール四條畷店,2015-10-23,大阪府,072-803-0444,None
PHAKCHI JO’S（パクチージョーズ）,2015-10-21,神奈川県,045-263-8905,None
スクール&カフェ友実家,2015-10-21,青森県,0176-23-6300,None
ベビーフェイス プラネッツ蟹江店,2015-10-21,愛知県,0567966777,None
Rcafe(アールカフェ) 箕面店,2015-10-20,大阪府,072-737-7281,None
ゆとりの空間 山形屋店,2015-10-19,鹿児島県,099-227-6592,None
PIECE of JUNKS ジャンクス,2015-10-17,福岡県,0943-77-6751,None
うさぎcafe もふれる,2015-10-16,東京都,03-3254-2323,None
ぶどうの樹DELI CAFE 野の食卓,2015-10-15,福岡県,093-616-1430,None
BURN SIDE ST CAFE CRAFT KITCHEN+ KUZUHA,2015-10-15,大阪府,072-896-6229,None
赤れんがcafe,2015-10-14,福井県,0770-47-5201,None
NeRoLi（ネロリ ）,2015-10-12,東京都,03-5432-9265,None
Bonnel Cafe,2015-10-10,東京都,03-4296-7109,None
コンディショニングカフェ Cafe LOHAS,2015-10-10,静岡県,055-941-9651,None
花より男子カフェ,2015-10-09,東京都,03-3463-8525,None
RiderzCafe 吉祥寺,2015-10-09,東京都,0422-23-8133,None
野間の森MIGIWA（ミギワ）,2015-10-09,大阪府,0727-34-6415,None
オリーブオイルキッチン 富山駅前店,2015-10-09,富山県,076-471-5010,None
バニーニ＆カフェ Farina ファリーナ,2015-10-07,静岡県,053-413-2710,None
カフェと雑貨 空＋色,2015-10-07,大阪府,072-668-4531,None
楽ロビkitchen,2015-10-05,沖縄県,080-8353-9855,None
彩茶房 CASCADE HARAJUKU店,2015-10-03,東京都,03-6455-5423,None
PEANUTS Cafe,2015-10-02,東京都,03-6452-5882,None
we+138ストア,2015-10-01,静岡県,0537-22-1380,None
Garakta cafe&bar,2015-10-01,愛媛県,089-933-3733,None
Cafe＆dining レストラン Chelse7,2015-10-01,京都府,075-744-1455,None
MINOU BOOKS&CAFE,2015-09-30,福岡県,,None
KD café&bar,2015-09-30,東京都,0422-27-2123,None
common cafe 新宿歌舞伎町店,2015-09-30,東京都,03-6205-5846,None
Cobaco ne cobaco,2015-09-29,愛知県,0566-74-2775,None
フラワーショップ&カフェ MILLE ECLAT.（ミル エクラ.）,2015-09-29,千葉県,043-497-5649,None
SOHSOH 丸亀町グリーン店,2015-09-29,香川県,087-813-3211,None
Koko Moi,2015-09-28,兵庫県,078-793-0707,None
てぃだかふぇ,2015-09-28,兵庫県,078-362-0678,None
Restaurant Locavore,2015-09-26,鹿児島県,099-471-6666,None
菓子工房とかふぇ くるみ,2015-09-25,埼玉県,048-259-2065,None
神楽坂モノガタリ （本のにほひのしない本屋 神楽坂モノガタリ）,2015-09-22,東京都,03-3266-0517,None
ショクドウカフェ ラパン,2015-09-22,埼玉県,048-878-8355,None
Photo Café & Bar Shooting Star,2015-09-21,東京都,03-5726-9739,None
Cafe Luci38,2015-09-20,東京都,03-6453-4581,None
Pinze Loca (ピンゼロカ）,2015-09-19,東京都,050-3171-8023,None
Cafe DE Bar Juke,2015-09-19,兵庫県,078-779-8043,None
music & cafe ADAGIO,2015-09-19,富山県,090-5681-7222,None
PATISSERIE&PIE HOUSE JUNNOSUKE,2015-09-19,北海道,011-215-5248,None
HULA GRILL the Garden,2015-09-18,大阪府,06-6213-0022,None
Carlova360 NAGOYA (カルロバ名古屋),2015-09-18,愛知県,052-264-8526,None
京野菜レストラン梅小路公園,2015-09-18,京都府,075-352-7111,None
SUNDAY COFFEE STAND 天神コア店,2015-09-18,福岡県,092-791-5440,None
kawara KITCHEN 天神コア店,2015-09-18,福岡県,092-791-5440,None
カフェ・ド・クリエ あびこショッピングプラザ,2015-09-18,千葉県,04-7192-6035,None
カフェ・ド・クリエ 神戸藤原台,2015-09-18,兵庫県,078-958-5772,None
D’elicesデリス モゾ ワンダーシティ店,2015-09-18,愛知県,052-501-8885,None
創材料理・銀座 KUSHIMA,2015-09-18,東京都,03-6228-5191,None
文明堂カフェ 銀座店,2015-09-18,東京都,03-3574-0002,None
ON THE MARKS（オン・ザ・マークス）,2015-09-16,神奈川県,044-221-2250,None
九州 弁天堂 mozoワンダーシティ店,2015-09-16,愛知県,092-738-2707,None
ココチキッチン奈良狐井,2015-09-14,奈良県,0745-44-8275,None
R.O.STAR 中板橋店,2015-09-13,東京都,03-6909-6177,None
SWEETS &CAFE PETITEL,2015-09-12,青森県,017-718-3988,None
BOOKS&CAFE’ LINER NOTES ル・トロワ店,2015-09-12,北海道,011-272-7285,None
Restaurant 8ablish,2015-09-12,東京都,,None
ベーカリー＆カフェ どんぐり 大通店,2015-09-12,北海道,011-210-5252,None
こに蔵,2015-09-11,兵庫県,079-273-5296,None
茶蔵庵房,2015-09-11,福井県,0776-76-0086,None
SATO,2015-09-11,岩手県,0191-48-5011,None
アロムヴェール ＆ ラ・クール・ド・コンマ,2015-09-11,東京都,,None
cafe&music Kirsche（キルシェ）,2015-09-10,京都府,075-746-6262,None
café 1886 at Bosch,2015-09-10,東京都,03-6427-3207,None
bills二子玉川,2015-09-08,東京都,03-3708-3377,None
ツリーハウスカフェ ディレタント軽井沢,2015-09-08,長野県,0267-41-0406,None
FARMSHOP 二子玉川,2015-09-08,東京都,03-5491-7737,None
Restaurant PORTUS,2015-09-07,東京都,03-5772-3863,None
This Is Cafe 静岡店,2015-09-07,静岡県,054-266-5500,None
カフェ・オーレ！水天宮,2015-09-07,東京都,03-6667-0298,None
オーベルジュ・ド・ぷれざんす桜井,2015-09-05,奈良県,0744-49-0880,None
CAFÉ＆DELI IL PONTE,2015-09-05,茨城県,029-828-5557,None
Bjrök Hemslöjden&café,2015-09-03,宮城県,022-739-8980,None
グッドモーニングカフェ 早稲田店,2015-09-02,東京都,03-5155-3385,None
日本酒スローフード 方舟 川崎 ラ チッタデッラ店,2015-09-01,神奈川県,044-276-9728,None
iBEER LE SUN PALM 二子玉川ライズ,2015-09-01,東京都,03-6805-7110,None
カフェ＆ベーカリー on the CANAL（オン ザ カナル）,2015-09-01,東京都,03-5547-4631,None
あげパンカフェ恵比寿,2015-09-01,東京都,090-6180-5017,None
ベビーフェイスプラネッツ 新潟女池インター店,2015-08-30,新潟県,025-384-8850,None
QLQL cafe,2015-08-28,東京都,03-5244-4082,None
ダイニングカフェY’S(ワイズ),2015-08-24,愛知県,0569-23-3575,None
Leadcafe,2015-08-24,東京都,03-6447-2391,None
gram 京都新京極店,2015-08-24,京都府,075-212-3633,None
café Jardins des Fleurs,2015-08-23,愛知県,0562-38-7709,None
OXYMORON onari(オクシモロン オナリ）,2015-08-22,神奈川県,0467-73-8626,None
ロンハーマン京都店,2015-08-21,京都府,075-708-3840,None
Cafe&M京都BAL,2015-08-21,京都府,075-256-8300,None
OCeano French Cafe,2015-08-21,大阪府,06-6212-6300,None
Cafe ＆ Barbecue Diner PUBLIE（パブリエ）,2015-08-21,神奈川県,046-240-7929,None
たべものと日用品 WAO（ワオ）,2015-08-18,東京都,,None
BISTOIRE（ビストア）,2015-08-18,東京都,03-6873-6125,None
いっぽかふぇfoo,2015-08-17,兵庫県,080-6172-9389,None
アイドルカフェ IDOL-stadium（アイドルスタジアム）,2015-08-10,大阪府,06-6616-9433,None
Kitchen Smile 創作料理の店,2015-08-10,静岡県,053-443-8018,None
Cafe PLUS かふぇ ぷらす,2015-08-10,大阪府,080-3804-8810,None
雪ノ下高知,2015-08-08,高知県,088-821-9995,None
東京スネークセンター,2015-08-08,東京都,03-6427-9912,None
Hawaiian Cafe Merengue 岸根公園店,2015-08-08,神奈川県,045-488-5531,None
カフェ＆バー CHARACRO feat. 銀魂,2015-08-07,東京都,03-6907-3836,None
BALLOWER TERRACE青山店,2015-08-03,東京都,03-6805-0157,None
ふくろうの集うカフェQuill,2015-08-01,大阪府,06-7494-9876,None
studio CLIP ゆめタウン光の森店,2015-08-01,熊本県,096-232-8221,None
KAWAII MONSTER CAFE HARAJUKU（かわいいもんすたーかふぇはらじゅく）,2015-08-01,東京都,03-5413-6142,None
a la campagne 神戸ハーバーランドumie店,2015-08-01,兵庫県,078-341-8570,None
MKS商店カフェ,2015-07-31,東京都,03-6303-1103,None
フェリーズカフェ,2015-07-31,群馬県,0270-61-8845,None
BREAD CAST前橋駅店,2015-07-30,群馬県,027-212-2766,None
Cafe’ Lounge 17,2015-07-30,秋田県,080-9252-1717,None
Cafe Macolla,2015-07-29,千葉県,0438-25-5555,None
プチポワ,2015-07-27,山口県,0834-39-6491,None
カフェ太陽ノ塔別館,2015-07-27,大阪府,06-6359-8880,None
こねくとカフェ静岡店,2015-07-24,静岡県,054-221-1512,None
蔵庭,2015-07-24,島根県,0855-57-0100,None
高円寺純情コミュニティーカフェ＆ショップ IIDE,2015-07-24,東京都,03-5356-9922,None
GIOVANNI’S（ジョバンニーズ）,2015-07-24,東京都,03-6380-3265,None
ムーミンスタンド 名古屋mozoワンダーシティ店,2015-07-24,愛知県,052-508-5288,None
VALEUR hair & café,2015-07-24,長野県,026-223-2060,None
保護犬・保護猫カフェ 川西店,2015-07-23,兵庫県,0727-55-1020,None
eggcellent BITES Mercedes me 東京 Haneda店,2015-07-22,東京都,03-6428-9089,None
Eggs ‘n Things ザ パーク フロント ホテル店,2015-07-22,大阪府,06-6940-7248,None
IL BAR 日本橋店,2015-07-21,東京都,03-6262-3300,None
Ark Hostel & Cafe Dining,2015-07-21,大阪府,06-6136-6550,None
ARINCO MOU DASH,2015-07-21,北海道,0134-55-0214,None
猫カフェMoCHA 渋谷店,2015-07-20,東京都,03-5455-3503,None
cafe＆Dining HOLANOA,2015-07-20,神奈川県,050-5265-6830,None
大地のテラス,2015-07-20,北海道,0126-33-2020,None
イッテキ 明里橋亭,2015-07-20,福井県,0776-97-8988,None
cafe brico,2015-07-20,岡山県,0866-92-7790,None
café KOTI,2015-07-18,山口県,0835-52-1739,None
cafe double,2015-07-18,愛知県,0565-42-6665,None
café＆bar nine(カフェ＆バル　ナイン),2015-07-18,山口県,083-235-9000,None
アニマックスCAFE大阪日本橋店,2015-07-17,大阪府,06-6630-7527,None
ベーカリー＆レストラン 沢村,2015-07-17,長野県,0267-41-3777,None
BOB CAFE,2015-07-17,大阪府,06-6210-5006,None
ミラフローレス 渋谷センター街店,2015-07-17,東京都,03-6452-5717,None
＆éclé（アンドエクレ）,2015-07-16,東京都,03-6712-5018,None
Amalfy アマルフィ,2015-07-15,大阪府,06-6211-6444,None
Hug French Toast Baking Factory,2015-07-15,東京都,03-6426-0451,None
pia Sapido（ピアサピド）イオンモールとなみ店,2015-07-14,富山県,,None
サンマルクカフェ イオンモールとなみ店,2015-07-14,富山県,0763-32-8907,None
 The Meat Locker STEAK & CAFE-Makuhari-,2015-07-14,千葉県,043-306-2022,None
メゾンカイザー幕張店,2015-07-14,千葉県,043-441-4375,None
Tree 小さな森のカフェ,2015-07-13,宮城県,0225-24-6523,None
j.s. pancake cafe 青山店,2015-07-12,東京都,,None
カノカレかふぇ,2015-07-12,愛知県,,None
ヴィ・ド・フランス弘前店,2015-07-11,青森県,0172-39-1303,None
chou2clair（シュシュ・クレール）,2015-07-11,神奈川県,045-507-9099,None
Bel Lago（ベルラーゴ）,2015-07-11,滋賀県,077-524-1225,None
IL BAR アスティ静岡店,2015-07-10,静岡県,054-288-1009,None
ハンズカフェ那覇メインプレイス店,2015-07-10,沖縄県,098-951-3300,None
自家焙煎珈琲 Cauda beans＆cafe,2015-07-10,奈良県,0742-36-2356,None
下北沢カフェ&ダイニング,2015-07-09,東京都,03-3424-3505,None
kawara CAFE＆DINING 天王寺,2015-07-08,大阪府,06,None
KIRIKO NAKAMURA,2015-07-08,東京都,03-5791-3103,None
saq＊cafe,2015-07-07,大阪府,,None
kaffe tomte,2015-07-07,宮城県,080-4938-0038,None
Beer Cafe VERTERE,2015-07-06,東京都,0428-85-8590,None
Moliere Cafe モリエールカフェ 降っても晴れても,2015-07-05,北海道,011-221-2000,None
Da Carbo（ダ・カーボ）,2015-07-05,北海道,011-221-2228,None
Aloha Beach Cafe（アロハビーチカフェ）港北ニュータウン店,2015-07-04,神奈川県,045-532-4001,None
saryou 丸井吉祥寺店,2015-07-03,東京都,0422-48-0101,None
焼きたてアップルパイとカフェパイクイーン,2015-07-01,北海道,011-214-0425,None
SHAUN THE SHEEP CAFE,2015-07-01,,06-6261-0680,None
ツナガリ珈琲館,2015-07-01,兵庫県,06-6409-4725,None
浜辺のTipi Cafe,2015-07-01,沖縄県,098-982-5605,None
ALOHA TABLE shonan（アロハテーブル 湘南）,2015-07-01,神奈川県,0466-24-0531,None
DESK 赤坂見附,2015-07-01,東京都,03-6459-1314,None
GARDEN HOUSE CRAFTS（ガーデンハウス　クラフツ）,2015-06-29,東京都,03-6452-5200,None
はちくまカフェ,2015-06-29,東京都,03-5944-8924,None
MIYABI CAFE 橋本店,2015-06-26,神奈川県,042-703-0217,None
kawara CAFE&DINING 津田沼パルコ,2015-06-25,千葉県,047-479-5810,None
EVERYDAY OLIVE,2015-06-23,北海道,011-213-0182,None
＆Livlan (アンドリブラン),2015-06-19,埼玉県,048-423-8619,None
マンガサロン トリガー,2015-06-17,東京都,,None
モツビストロcozotte(コゾッテ),2015-06-16,大阪府,06-6121-2229,None
しあわせをよぶフクロウの城 新大久保店,2015-06-16,東京都,080-3732-0532,None
大山SUKUSUKUカフェ&キッズ,2015-06-15,東京都,,None
Hale Lani Terrace,2015-06-13,愛知県,052-764-7778,None
THE CUP,2015-06-12,東京都,03-6447-2233,None
南アルプス完熟農園,2015-06-12,山梨県,,None
グッドモーニング カフェ 千駄ヶ谷店,2015-06-11,東京都,03-5775-4800,None
サンマルクカフェ ゆめタウン廿日市店,2015-06-11,広島県,0829-34-3309,None
Adonis T table（アドニス ティ テーブル）,2015-06-06,東京都,03-6274-6498,None
note cafe（ノートカフェ）,2015-06-06,東京都,042-329-7312,None
gram ミント神戸店,2015-06-06,兵庫県,078-252-3515,None
GINZA春夏秋豚コリドー数寄屋通り店,2015-06-06,東京都,03-3573-2662,None
hanami,2015-06-04,東京都,03-6892-8730,None
nido by Honey Bee Project,2015-06-03,愛知県,0533-56-7727,None
リンツ ショコラ カフェ りんくうプレミアム・アウトレット店,2015-06-03,大阪府,072-458-4600,None
gram 天王寺店,2015-06-02,大阪府,06-6624-2299,None
コワーキングカフェ大宮MIRAI,2015-06-01,埼玉県,080-5689-4942,None
cafe ruuDho（カフェ ルードー）,2015-06-01,青森県,0172-88-6229,None
ザ・カフェ by アマン,2015-06-01,東京都,03-5224-3332,None
muromachi cafe 3＋5,2015-06-01,東京都,03-3527-9108,None
名月荘エアポートキッチン,2015-06-01,山形県,,None
Coppun Cafe,2015-05-29,茨城県,0297-45-2239,None
Saladishサンシャイン池袋店,2015-05-29,東京都,03-5904-8131,None
バロワーテラス 千駄ヶ谷,2015-05-29,東京都,03-6434-7688,None
ロサンジェルス バルコニー テラスレストラン＆ムーンバー,2015-05-28,東京都,03-6277-2622,None
GOOD MORNING CAFE 品川シーズンテラス,2015-05-28,東京都,03-5715-3515,None
プロント四条烏丸by JEUGIA,2015-05-27,京都府,075-221-2542,None
玄米おうちごはん杏（あんず）,2015-05-18,千葉県,04-7179-5031,None
アイドルカフェ 愛媛女子芸能部,2015-05-15,愛媛県,089-931-9177,None
Gram 高松丸亀町店,2015-05-15,香川県,087-813-1369,None
GARB pintino ガーブ ピンティーノ,2015-05-15,東京都,03-3233-0350,None
HASSO CAFE with PRONTO,2015-05-15,東京都,03-6273-7775,None
ローライフカフェ 銀座店,2015-05-15,東京都,050-5786-5082,None
Live Cafe LEON,2015-04-02,新潟県,025-788-0498,None
クローバー珈琲焙煎所栗林公園店,2015-03-30,香川県,087-867-3630,None
銀座みもざ館カフェ,2015-03-30,東京都,03-3543-8117,None
Pacific DRIVE-IN,2015-03-30,神奈川県,0467-32-9777,None
Maison Landemaine Tokyo（メゾン・ランドゥメンヌ）,2015-03-30,東京都,03-5797-7387,None
金谷ホテル歴史館,2015-03-29,栃木県,0288-50-1873,None
AREA-Q,2015-03-27,東京都,03-6433-5587,None
SMITH,2015-03-27,東京都,03-6419-7789,None
GOOD MORNING CAFE & GRILL キュウリ,2015-03-27,東京都,03-5468-2010,None
ALOHA TABLE Hawaiian Sweets & Tapas,2015-03-27,東京都,03-6433-5942,None
TINY GARDEN KITCHEN,2015-03-27,東京都,03-6433-5559,None
SENSE OF PLACE by URBAN RESEARCH キュープラザ原宿店,2015-03-27,東京都,,None
Eggs ‘n Things名古屋PARCO店,2015-03-27,愛知県,052-241-6565,None
銀幕の国のアリス,2015-03-27,愛知県,052-249-8677,None
ハンズカフェ 東急プラザ表参道原宿店,2015-03-27,東京都,03-3478-0717,None
MLB cafe TOKYO 東京ドームシティ店,2015-03-23,東京都,03-5840-8905,None
渋谷ロゴスキー 東急プラザ店,2015-03-22,東京都,,None
2 PIECE CAFE 渋谷東急プラザ店,2015-03-22,東京都,,None
湯田温泉観光回遊拠点施設 狐の足あと,2015-03-22,山口県,083-921-8818,None
PATISSERIE TOOTH TOOTH Sea Side Cafe,2015-03-20,兵庫県,078-733-1840,None
ピーターラビットガーデンカフェ自由が丘本店,2015-03-19,東京都,03-3725-4118,None
